seed,Silhouette,CH,DB,MQ,MoJoFM,TurboMQ,Cohesion,Coupling
1,0.928736,114.599892,0.270825,0.363585,0.574074074074074,0.742640206562318,1.12913184301634,0.521831547292772
2,0.733347,114.853587,0.509743,0.28851,0.435185185185185,0.572752344475469,0.916097820308347,0.520749709785994
3,0.787196,108.413001,0.590618,0.377397,0.518518518518519,0.598034315151593,0.959342511708241,0.622603443409271
4,0.891168,95.468949,0.46865,0.366875,0.583333333333333,0.751560405062821,0.883896307630485,0.514077778674052
5,0.945343,167.790351,0.270764,0.343038,0.564814814814815,0.717302499809003,1.05148325358852,0.476753865144077
6,0.932424,119.872126,0.401087,0.361071,0.611111111111111,0.819901787875644,0.869663382594417,0.397432306255836
7,0.954502,127.514229,0.238419,0.284267,0.527777777777778,0.793190648796613,0.70688227017815,0.325587419515884
8,0.891581,110.038034,0.354639,0.33472,0.537037037037037,0.748401887797221,0.609822469197469,0.331054166359891
9,0.90834,122.610547,0.414143,0.427633,0.638888888888889,0.819168878074837,0.903099577798373,0.429509927192371
10,0.925507,129.525657,0.313475,0.393217,0.574074074074074,0.741099232844543,1.23933925422021,0.606783487328834
11,0.881918,106.417887,0.612122,0.430144,0.518518518518519,0.705332514255965,0.50248661978114,0.426998673272695
12,0.882256,47.914776,1.008365,0.367106,0.518518518518519,0.837351463129768,1.09781285746969,0.63289395665754
13,0.948207,218.937986,0.253504,0.431179,0.592592592592593,0.728933616901957,1.02372556617584,0.568821048679953
14,0.928979,146.895308,0.237213,0.375252,0.657407407407407,0.812188193894421,0.886810596513884,0.388013567616871
15,0.811983,134.238639,0.459949,0.362088,0.453703703703704,0.566450140393293,0.988832502374169,0.549023146119956
16,0.917799,126.908288,0.557866,0.420699,0.638888888888889,0.828471635567715,1.07419017763845,0.579300912488643
17,0.906027,95.470633,0.450947,0.398893,0.462962962962963,0.710913344787584,0.791480851599899,0.478658004476608
18,0.654849,150.68997,0.489476,0.299947,0.444444444444444,0.542022736567332,0.693958539774666,0.480410530724296
19,0.919904,155.832963,0.434919,0.424919,0.592592592592593,0.766852553310887,0.849614197530864,0.575081168831169
20,0.896276,133.106132,0.488666,0.429483,0.555555555555556,0.740993380199363,0.77721839739912,0.570516749362263
21,0.894683,88.303223,0.369769,0.369663,0.611111111111111,0.747820349469156,1.2446861814346,0.630337176389192
22,0.829605,143.863145,0.613153,0.360436,0.444444444444444,0.643541391473469,0.810713927245093,0.639564168926298
23,0.90729,135.754135,0.520993,0.403761,0.462962962962963,0.7459984204111,0.942169778897926,0.59623884553009
24,0.904834,155.226335,0.301503,0.352193,0.537037037037037,0.741022022767386,0.747374117110959,0.394405174019182
25,0.779816,97.202331,0.539403,0.274789,0.601851851851852,0.567077122616591,0.70565975824975,0.540025932918824
26,0.893695,50.96519,0.821667,0.346174,0.546296296296296,0.811188116964244,1.0108842370167,0.5109688581605
27,0.902425,93.0666,0.523959,0.382171,0.574074074074074,0.7763244919476,1.03038194444444,0.510685954022229
28,0.861809,80.209134,0.543711,0.356891,0.527777777777778,0.698683840992195,0.623787661416086,0.422329683205833
29,0.930718,164.36813,0.350946,0.394493,0.62962962962963,0.742200754316432,1.12650345435156,0.605507273765591
30,0.947639,175.130271,0.339815,0.376923,0.648148148148148,0.836304471334234,0.86794670846395,0.47029936923074
31,0.952259,183.204532,0.281921,0.410909,0.509259259259259,0.837728318102961,0.782556935817805,0.41766292099081
32,0.920095,95.968598,0.438503,0.34557,0.481481481481481,0.820450736796731,1.33341959972395,0.654429829337854
33,0.907024,104.390547,0.29241,0.328893,0.5,0.737911909403137,1.00900438766292,0.456524122807018
34,0.924867,93.015361,0.289491,0.346403,0.574074074074074,0.762292731610088,1.44295200638395,0.653597469161195
35,0.895331,105.41331,0.383191,0.356478,0.537037037037037,0.713292491505211,0.831643231455262,0.521072855232305
36,0.831392,86.261391,0.517489,0.389468,0.611111111111111,0.746013222865101,0.990933956394483,0.503389251246817
37,0.837471,61.280816,0.854578,0.428253,0.564814814814815,0.748790844395567,0.694359051637533,0.428889561670502
38,0.892793,105.412658,0.578204,0.409319,0.481481481481481,0.684806067778392,0.812175802065138,0.590681110532484
39,0.841978,77.255215,0.569819,0.430955,0.537037037037037,0.743361888931509,1.0320361655888,0.569044879171461
40,0.942889,174.015982,0.362981,0.365778,0.453703703703704,0.745146230014264,1.07764939309057,0.634222128564652
41,0.826509,100.38798,0.521081,0.315029,0.564814814814815,0.598990404702287,1.04197574334898,0.599256508022603
42,0.881098,100.815174,0.406892,0.452167,0.481481481481481,0.790145044334951,1.10075730471079,0.547833166731859
43,0.930729,96.815493,0.358481,0.394917,0.490740740740741,0.81849697848865,1.36350098091671,0.605083291657864
44,0.856647,56.834668,0.637248,0.461505,0.583333333333333,0.774764059955793,0.83843039541398,0.538495468165836
45,0.787199,136.859802,0.437699,0.303067,0.37037037037037,0.552685291842909,0.987740064551659,0.59693279171431
46,0.918891,142.673944,0.263267,0.414986,0.657407407407407,0.833266907345907,0.707186471456134,0.401680737295938
47,0.963139,199.924376,0.354508,0.368671,0.481481481481481,0.831711188912974,1.20427380395824,0.631329495096892
48,0.922824,129.204053,0.451656,0.38713,0.546296296296296,0.705142360426904,1.31215152200121,0.612870484039644
49,0.937611,167.838665,0.327969,0.391282,0.518518518518519,0.696894567909612,0.929509711779449,0.508717942408358
50,0.874199,103.760963,0.550208,0.420911,0.564814814814815,0.770965305148956,0.734432936964583,0.436232189691947
