seed,Silhouette,CH,DB,MQ,MoJoFM,TurboMQ,Cohesion,Coupling
1,0.253474576468519,28.6618260729427,1.81857931209711,0.127175215464276,0.337278106508876,0.255410927806091,0.169680702655816,0.746035524675598
2,0.248659244131179,32.4170167159726,1.79405430949381,0.236006845107328,0.355029585798817,0.289061731351905,0.196733242479253,0.708119875032673
3,0.243823698572588,32.5071501400733,1.74486184191411,0.286695163017849,0.378698224852071,0.279395783631586,0.193927013157782,0.72315508239972
4,0.251409346163761,36.1986320913101,1.73213481231665,0.350444357998903,0.355029585798817,0.308246056880458,0.192689788843635,0.713365207544886
5,0.221811840105621,27.7917154902033,1.81966806358372,0.138053387803552,0.36094674556213,0.274568368992185,0.244721377495252,0.733491013060187
6,0.229801874887202,31.0559159241993,1.78100589028033,0.194675310523549,0.355029585798817,0.265701409745644,0.177543461539651,0.745384136305891
7,0.237879694296584,28.5979216450944,1.71734547468496,0.287123466371142,0.372781065088757,0.274391846985657,0.219988131526593,0.723957422807856
8,0.249255489791203,28.2707241036146,1.71086897323851,0.422211251937272,0.372781065088757,0.27373804348534,0.275002020746349,0.739638719380862
9,0.265596829450544,33.5101952841075,1.73180594371663,0.177612904392652,0.343195266272189,0.254782700367901,0.188848655029026,0.752420456164754
10,0.240555141014519,32.3975005183318,1.82706287615392,0.309457170883162,0.402366863905325,0.30947404302703,0.198471299941888,0.692605847722892
11,0.253628478204394,25.1004502409976,1.84022619162947,0.182935488010721,0.402366863905325,0.291236693216725,0.2117346705582,0.712831968120594
12,0.238970984733621,28.5373105802495,1.76080716321531,0.358783630192583,0.414201183431953,0.288151746171986,0.235893656368769,0.716223133098601
13,0.226974458822901,28.2292726992843,1.77418491505466,0.380987626360297,0.337278106508876,0.296866725621713,0.233103008103008,0.703074284528395
14,0.233869629239483,29.6258347034929,1.71997305809715,0.192049754250711,0.420118343195266,0.287539082452208,0.217659241343452,0.720809474554769
15,0.245300593363845,30.6295908851257,1.69427115437507,0.276090790681819,0.402366863905325,0.290403131990366,0.186922435282164,0.711609618650838
16,0.231942316272229,33.9818834420838,1.80364493682902,0.152112090613827,0.378698224852071,0.250097116905002,0.191057752149679,0.752184817237882
17,0.257970782074996,30.0794204235909,1.6773546712321,0.47888139654311,0.372781065088757,0.27432771455,0.290565204026743,0.735735761754422
18,0.243863631851972,29.3007346408022,1.73250427360516,0.325237096519031,0.366863905325444,0.300897833559789,0.25133514370794,0.691803735466227
19,0.238560471222545,29.2921724789166,1.7396848889502,0.289324155044849,0.372781065088757,0.290918739230049,0.194402089138931,0.711775965856253
20,0.242139142698737,27.2027607511982,1.62674673479138,0.369400364028634,0.372781065088757,0.304642181557103,0.224168075888724,0.722487222779182
21,0.261041408303325,31.1273573025202,1.75708219841574,0.308443158471168,0.390532544378698,0.281728961064619,0.221350773900941,0.711253568168751
22,0.236909253143826,29.608822279966,1.73163446180347,0.262672341791257,0.414201183431953,0.290734682252196,0.241411082156518,0.726618911679345
23,0.237224177873123,29.5060650090636,1.75009457834349,0.217785033351966,0.349112426035503,0.270633046679956,0.20955604224835,0.731446578175131
24,0.230009794973082,29.2693576562588,1.79866527087403,0.220273956329473,0.372781065088757,0.290672314899149,0.217631439701575,0.719352748886093
25,0.245202016726894,30.405465680372,1.74590255955079,0.316740036673036,0.408284023668639,0.323431127387907,0.178673452054019,0.684834530488668
26,0.248524816494844,29.8347273606838,1.75058452671605,0.265206716665165,0.384615384615385,0.288378137391941,0.209560276258895,0.704175756536674
27,0.262643008351354,31.7059328250549,1.69313671785089,0.294012608388137,0.443786982248521,0.303125004167176,0.222344768102687,0.697330256681784
28,0.240527436682313,30.2507999117701,1.78929415693078,0.125303059792955,0.378698224852071,0.285810796792348,0.211732175104407,0.722711761316436
