seed,Silhouette,CH,DB,MQ,MoJoFM,TurboMQ,Cohesion,Coupling
1,0.225180491411679,75.0232579987631,1.7732654168853,0.173805732373933,0.287569573283859,0.336706390989529,0.0906630831342261,0.664074059905764
2,0.23960709875426,69.4936265908729,1.75746039839324,0.209667118747403,0.263450834879406,0.327339377545895,0.113975160340414,0.678835265797737
3,0.229334770369301,73.0945846836419,1.73827988708657,0.177759388451129,0.282003710575139,0.341504607659976,0.0944871408140579,0.672832066701601
4,0.218957898838392,79.5077424527224,1.77996340004131,0.228112040237407,0.267161410018553,0.342583474527913,0.113475679492636,0.676033832889765
5,0.200247838173832,74.8067907384745,1.84189111278802,0.141759791902023,0.246753246753247,0.314365446012553,0.098263935618732,0.685814683611168
6,0.21834477568529,76.4282937575636,1.83361624564232,0.148678399767652,0.267161410018553,0.326186115089052,0.0933517166479849,0.682899206729834
7,0.221232795491551,74.3447255251685,1.78727003240096,0.209819987799898,0.293135435992579,0.333103244885606,0.121798939433971,0.67301893293362
8,0.22157555666722,80.9254813925259,1.82332006575797,0.226550439327802,0.302411873840445,0.337426057443932,0.107649372379849,0.685788711765036
9,0.233352193651788,82.5569730442457,1.75384825384884,0.15112962788328,0.257884972170686,0.314301829190535,0.102600691671467,0.683204735811572
10,0.21705587778654,76.2232415810951,1.81128850159193,0.134132045827219,0.24860853432282,0.311017372045903,0.0935791902397401,0.689110605194775
11,0.222144692414483,74.2846061405762,1.72961580401175,0.179655887208338,0.263450834879406,0.332793852970697,0.104337232420641,0.67479423281067
12,0.216340575517771,74.270773968239,1.795706594985,0.149039997866098,0.24860853432282,0.306496254935207,0.0969204002258612,0.68725519802703
13,0.226404000920553,84.0571863858474,1.75743184029413,0.174005579752389,0.250463821892393,0.322370960699905,0.10361696247418,0.668273063921217
14,0.232849138047707,80.8101588981536,1.75482778598925,0.232210299465561,0.280148423005566,0.328558730365701,0.106113999541825,0.661598841448375
15,0.223914422447667,73.9075785896741,1.73443892127962,0.162625024796626,0.23191094619666,0.322656467855165,0.0961786695946471,0.675078651019394
16,0.224037694689496,75.6449968120555,1.72672483670609,0.118596613715915,0.283858998144712,0.323568748612818,0.0872238045309691,0.656742798341946
17,0.217483381457746,82.8672864718535,1.7802646519287,0.148691691196637,0.282003710575139,0.322446297271088,0.0947199772817099,0.676846791056362
18,0.233432225202247,75.6320829644348,1.82228653637981,0.172557209666062,0.24860853432282,0.315662379267265,0.0945321750010732,0.673946703590874
19,0.219312244864625,77.4538764820755,1.77622743654947,0.158564080280949,0.270871985157699,0.323996022524381,0.0990660449614598,0.687099232242059
20,0.214375050002873,80.6067752410203,1.81576616062626,0.438124870667503,0.272727272727273,0.325980977043802,0.184816205910668,0.670068613972375
21,0.192432391624108,68.7246750730422,1.89430266234702,0.153172536464915,0.257884972170686,0.317643211199555,0.0924339184439712,0.691165779967423
