seed,Silhouette,CH Index,DB Index,MQ,MoJoFM,TurboMQ,Cohesion,Coupling
22,0.282505152745688,54.4018911515029,1.22112827454394,0.765602052546742,0.317254174397032,0.495881779101272,0.478452310827845,0.353834415962811
23,0.373407771668472,109.872254363544,1.67303163254261,0.584126315747452,0.220779220779221,0.577631237804442,0.0757778864796038,0.536990664085803
24,0.282079754009939,60.5504788613391,1.14500607370755,0.708209968600398,0.311688311688312,0.547767641088639,0.550052207804362,0.362404057381492
25,0.392752641563265,91.7830796902094,1.38021364270918,0.684251148543297,0.257884972170686,0.640625050211434,0.153595500961981,0.43584419508799
26,0.284513584259076,52.2628736713579,1.21342550989541,0.764909649727726,0.343228200371058,0.575651519613506,0.484839945591127,0.319290537175793
27,0.297837298653786,66.0242677379778,1.24275951797982,0.685459825724933,0.289424860853432,0.49144500100674,0.481884849391084,0.418982324740929
28,0.348063893136345,104.503383016587,1.51770508602166,0.634560489874784,0.274582560296846,0.597718719302116,0.0805375731528309,0.494383274620007
29,0.37636790478045,117.082784890077,1.65234015050103,0.625704235132914,0.213358070500928,0.543207645383127,0.0524184262780754,0.514456872788179
30,0.274737475454064,59.1474175628684,1.38478759898111,0.686981884169261,0.233766233766234,0.452824821228532,0.24735519155369,0.416671142069485
31,0.36897506237909,133.744826776787,1.53579554647659,0.59146655414534,0.235621521335807,0.570394950464511,0.0777267714298619,0.526263993183628
32,0.288052817922812,90.1777810510008,1.48090574364073,0.733287995589213,0.252319109461967,0.572078682218046,0.132703277884473,0.361026934780696
33,0.286539923590733,62.0481334467919,1.48467991239245,0.78281788562076,0.294990723562152,0.585900904038361,0.0986998030105405,0.330299446040487
34,0.348144169472612,84.3675483995221,1.68685436897113,0.673853183856772,0.217068645640074,0.579789330640969,0.108370286488097,0.464105384228833
35,0.221621749811309,73.7522856387886,1.46240129642518,0.656316314475487,0.356215213358071,0.539613871153814,0.0993816285477005,0.456363788758219
36,0.184417826314773,108.017850106088,1.7861898910735,0.519950989286973,0.226345083487941,0.482125514729531,0.0765709384222237,0.615705050810624
