seed,Silhouette,CH Index,DB Index,MQ,MoJoFM,TurboMQ,Cohesion,Coupling
1,0.477040551485184,71.4288436672864,0.95651677526905,0.639166943199558,0.337278106508876,0.49832612098369,0.486570911245743,0.444710569786018
2,0.337493449173705,71.6078754969678,1.1788646420435,0.515357072962814,0.325443786982249,0.500581067262337,0.349704550681203,0.596310204854974
3,0.51249090760204,83.6987075041263,0.927380236627682,0.458574645418077,0.289940828402367,0.48748784313794,0.387096377252363,0.629415223236606
4,0.421673345161453,48.7118108743199,0.874870649928125,0.706005596399864,0.366863905325444,0.409435185023855,0.390227673457247,0.44768074140418
5,0.346411411685161,67.0605382944656,1.01340152603591,0.591357673634977,0.331360946745562,0.478341802573166,0.286046096329583,0.492608497631314
6,0.338770121920909,61.7905711572299,1.06283712307925,0.613796340399094,0.319526627218935,0.517575429953023,0.278751865960426,0.47120691951
7,0.375826377337003,38.8586711722398,0.970495659324185,0.648843629626247,0.402366863905325,0.385431282974288,0.497225328190801,0.487473986288632
8,0.457502224320769,80.0987514979465,1.01383060783593,0.486180030639638,0.325443786982249,0.506528966036281,0.368099478691379,0.612594126961281
9,0.47994517888283,70.9818735522007,1.03151883721086,0.585768028283199,0.295857988165681,0.478514977577929,0.409449449033907,0.479795609222046
10,0.353958107214599,53.0946467219406,0.985419891515884,0.63034174045894,0.372781065088757,0.384915592460541,0.471824058008269,0.504872280597115
11,0.502547346390524,75.7238065193952,1.21202964748553,0.498022739536551,0.307692307692308,0.460118131974483,0.359735973440063,0.607749155249733
12,0.34948918781584,33.9119901671384,0.965778671103478,0.737923570989832,0.443786982248521,0.478434306905025,0.501557484612752,0.421416179254348
13,0.540815598271968,94.147492724129,0.84077595744919,0.640102527569673,0.337278106508876,0.519806030923564,0.517577216450578,0.440689169670194
14,0.482689618731296,94.7420886913764,0.985558320718539,0.529695411853414,0.313609467455621,0.518849563798244,0.338596824723288,0.579582651918226
15,0.46013661027249,88.0916718286665,1.04866115311648,0.523933850495796,0.331360946745562,0.521649344583568,0.353787205955064,0.58313590100683
16,0.452838481950418,83.7373161738502,1.04180887658279,0.516942027172053,0.325443786982249,0.54391528884256,0.359544843758761,0.590087119151376
17,0.366860661881657,57.1672000458826,1.11699456533169,0.579132437541174,0.337278106508876,0.479711010107646,0.499458092108695,0.501593555884816
18,0.423372565540835,72.5557618058674,1.04004261972337,0.512970563216208,0.313609467455621,0.543796304241509,0.362562025787832,0.589611827305097
19,0.425892936315534,80.9311016140392,1.0128548384729,0.485354153447866,0.319526627218935,0.503183547712639,0.366827051906496,0.613756711802681
20,0.529437106505174,68.365465278744,0.936026085084134,0.641105281121131,0.307692307692308,0.587869055240876,0.411448648368945,0.428412019655008
21,0.391151997836319,69.9806739358002,0.996488358320365,0.608527752855189,0.254437869822485,0.471202132557521,0.254493563317093,0.490743033747171
22,0.520090608375344,71.093726141474,0.778047267103341,0.715515913335325,0.337278106508876,0.530076481661753,0.412233548164474,0.349545279133485
23,0.48131455758819,94.2891108811151,1.0426055770558,0.513721992021276,0.331360946745562,0.491434259542007,0.337436445055291,0.595311952362007
24,0.434169868881205,81.7297227382444,1.00860568691145,0.491731996683982,0.319526627218935,0.512863610907346,0.367275500070932,0.607721949712265
25,0.325453351334348,71.3527300717254,1.23737873329376,0.464929091109089,0.331360946745562,0.458502175406487,0.374991136314666,0.637285607640234
26,0.589476068658185,75.7808254481961,0.92150474893474,0.803143316757106,0.313609467455621,0.588990476157688,0.286839195661713,0.261535396718989
27,0.479227060788612,85.3592022453895,0.930627063630954,0.455945552471513,0.289940828402367,0.485515602834141,0.389352980325714,0.630217437998708
28,0.398195921905507,45.1437163338619,0.915212449323871,0.612928636095186,0.325443786982249,0.386997990881109,0.352733475846479,0.412839077441774
29,0.403458570657534,74.5112168029434,1.04797899832705,0.487632562914556,0.307692307692308,0.496355827615428,0.362755588227286,0.612752868720647
30,0.503725930076362,91.3894442011094,0.850777374380506,0.457939148957966,0.266272189349112,0.505882090268528,0.400016660002666,0.6220578170175
31,0.376130193213352,83.5054943421702,1.20629631643699,0.492251382571358,0.27810650887574,0.453885750845756,0.350715223359928,0.627568530554577
32,0.418162089695281,42.9165885400072,0.897860114356082,0.703594276337571,0.390532544378698,0.399407088611385,0.41074113979462,0.439161510992892
33,0.302387909891758,65.1796378993655,1.32082807175456,0.499776980962976,0.337278106508876,0.476597214616201,0.320049077762326,0.617183048918806
34,0.46286426910834,75.8086729536823,0.932651394237668,0.468304684771588,0.289940828402367,0.513009849693104,0.396156750226518,0.615231622490285
35,0.317092511450119,61.6133264623306,1.10043277071885,0.601149526119094,0.295857988165681,0.465121843092851,0.242607890664219,0.502313018943577
36,0.525524819472838,87.380782281741,1.00981180275927,0.645696488145286,0.337278106508876,0.514648931070367,0.36259851811751,0.437650487164657
37,0.513383059207665,92.4353429519729,0.916541096518602,0.450679358941912,0.289940828402367,0.481604293784584,0.389257000523202,0.633965385439021
38,0.432995797497219,93.0234984140118,1.05677333866487,0.512444412823014,0.307692307692308,0.494872334095002,0.339732940854407,0.593381943407972
39,0.460740251489929,67.2973358666814,1.05398497205366,0.640151514196234,0.337278106508876,0.546524148245296,0.395343335069367,0.43951673532495
40,0.329389881415499,72.7536529586899,1.1969033829592,0.509230900568004,0.319526627218935,0.495164457317757,0.345113272994398,0.60364464670921
41,0.416107287236775,85.8886144932013,1.08688971073593,0.520897427133557,0.319526627218935,0.488593522024967,0.314597953180527,0.59423871418946
42,0.529762468634887,105.254526130098,0.91806921209222,0.531418133828513,0.331360946745562,0.53014610442101,0.352125841950825,0.577751756440281
43,0.45653186138145,76.2657446367793,0.956492854292176,0.459357400985632,0.284023668639053,0.490849371985684,0.388280682353859,0.62686880590572
44,0.50620781084371,81.7157217844609,1.01936037702512,0.640180731692615,0.331360946745562,0.525658723561534,0.390353152814546,0.439640159717309
45,0.539086710891366,86.4273310222743,0.7599420554568,0.639147287429815,0.325443786982249,0.516094443191258,0.265393049376894,0.441598836407417
46,0.51059196172225,108.402728223525,0.883424751471574,0.471728152992432,0.307692307692308,0.48222971162918,0.371038129861659,0.627194272877791
47,0.366660333584912,50.6952670725773,0.852438001016684,0.709996271405231,0.337278106508876,0.496177982239041,0.197644154213335,0.395465475736898
48,0.455672920991479,52.3806015448734,0.879831468264515,0.626379758592608,0.313609467455621,0.511348535622808,0.26274533792054,0.488535980001206
49,0.428851033027149,78.5110168306854,0.978281512788427,0.467260732536859,0.272189349112426,0.517723488819474,0.396525890130541,0.614462433911431
50,0.475570854253629,92.2808003917693,1.0116856003141,0.528965281672206,0.331360946745562,0.526362260728305,0.352594540713942,0.580067465891844
